ProbesetID V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12
1367613_at 12.935241 12.89796 12.873084 12.891265 12.90972 12.980163 12.921989 12.727714 12.929278 12.843279 12.919341
1367614_at 7.657771 7.4125147 7.4628615 7.5311933 7.525309 7.3364973 7.9455633 7.7596025 7.4520593 7.826213 7.6655555
1367615_at 4.112352 4.31199 3.8930674 4.223477 4.1172996 4.525674 4.247425 4.072619 4.102627 4.1353564 4.246003
1367616_at 4.4139833 4.3667736 4.446307 4.449768 4.4172583 4.406913 4.438238 4.2863517 4.3638525 4.4068227 4.366971
1367617_at 9.232454 9.09142 9.113967 8.9554205 9.062195 9.230842 9.356308 9.131407 9.006557 9.183412 9.308903
1367618_a_at 11.2190485 11.131408 11.139198 10.60153 11.078003 10.569264 11.272148 11.087521 11.150814 11.14341 11.166028
1367619_at 12.941635 12.9489 12.920882 12.910659 12.898872 12.815757 13.023294 13.006941 12.978212 12.8861885 12.96869
1367620_at 12.721476 12.699277 12.782724 12.64472 12.798779 12.837895 12.743609 12.688644 12.669343 12.750284 12.621217
1367621_at 8.396445 8.521984 8.610103 8.514714 8.611137 8.485175 8.679337 8.547039 8.498287 8.294793 8.492206
1367622_at 12.384861 12.333425 12.392801 12.343991 12.287619 12.368917 12.419864 12.303377 12.323936 12.328595 12.391927
1367623_at 12.102757 12.115639 12.156642 12.120709 12.089769 12.198105 12.147536 12.097876 12.189443 12.147425 12.183029
1367624_at 10.764084 10.760385 10.160186 10.759638 10.789739 10.671472 10.874413 10.771983 10.599639 11.083272 10.472709
1367625_at 13.095106 13.174097 13.14244 13.130702 13.088287 13.18197 13.278094 13.202103 13.155251 13.171698 13.23111
1367626_at 4.6843667 5.1060038 4.9143677 4.9919796 5.1612525 4.967818 4.963996 4.7005897 4.858828 5.4459524 4.900404
1367627_at 8.583173 8.328457 8.240847 8.334379 8.259761 8.235832 8.335121 8.370964 8.186556 8.261017 8.434702
1367628_at 6.732779 6.633295 6.895841 6.633175 6.7355714 6.35488 6.991643 6.5005617 6.462312 6.5379925 6.488334
1367629_at 12.155574 12.154527 12.213378 12.100478 12.14946 12.237687 12.196653 12.189304 12.1835375 12.206251 12.245032
1367630_at 12.54838 12.454932 12.514824 12.5333185 12.513721 12.458419 12.604378 12.533198 12.529142 12.603548 12.609717
1367631_at 6.315258 6.7741284 7.2658176 6.201519 5.890746 6.37334 6.220025 6.2097034 6.5382032 5.6621046 5.8371077
1367632_at 9.623054 10.104927 9.942026 10.4091425 9.837536 10.14545 9.435787 10.080647 9.686815 10.10695 10.2912855
1367633_at 9.510307 9.993258 9.681593 10.185904 9.592327 9.925401 9.301851 9.870139 9.4562025 9.84857 10.031072
1367634_at 12.493678 12.428114 12.404688 12.445754 12.403393 12.330099 12.575839 12.530176 12.43338 12.501705 12.542301
1367635_at 12.794005 12.719598 12.831073 12.700872 12.818845 12.875328 12.75838 12.743306 12.760187 12.58958 12.680596
1367636_at 7.9148474 7.7371945 7.7161446 7.7725425 7.83576 7.806272 7.939987 7.877525 7.9485345 7.938501 8.022655
1367637_a_at 11.19003 11.12653 11.249521 11.198951 11.081311 10.983806 11.291195 11.282439 11.2616825 11.236616 11.298522
1367638_at 9.482138 9.5867 9.522128 9.422411 9.682976 9.63874 9.475599 9.506263 9.6430435 9.434688 9.3276825
1367639_a_at 12.546319 12.625198 12.677809 12.758501 12.644236 12.711953 12.677403 12.61001 12.652713 12.62215 12.66325
1367640_at 12.653929 12.603795 12.539809 12.523265 12.544132 12.5265665 12.819603 12.602479 12.601762 12.670391 12.645932
1367641_at 13.461013 13.4523535 13.337184 13.433617 13.414388 13.574517 13.453641 13.452368 13.500373 13.399731 13.433893
1367642_at 11.033145 10.986547 10.921314 10.834729 10.8116 10.945722 10.818374 10.865519 10.973599 10.841655 10.9297695
1367643_at 11.466578 11.639453 11.707022 11.457315 11.461435 11.874696 11.689955 11.444784 11.6035795 11.628512 11.77351
1367644_at 7.3190556 7.516196 7.4946656 7.6184487 7.353223 7.3934393 7.671451 7.626453 7.4903555 7.4425464 7.188415
1367645_at 12.774737 12.719329 12.652622 12.70786 12.699117 12.68985 12.897661 12.797163 12.745964 12.762848 12.783815
1367646_at 12.137781 12.240485 12.245147 12.360184 12.307112 12.364926 12.182814 12.322686 12.288529 12.399685 12.353647
1367647_at 14.122934 14.138763 14.173808 14.213941 14.226961 14.168957 14.1558695 14.124268 14.135994 14.078242 14.0946665
1367648_at 6.3489156 5.952689 6.3258862 5.8867235 6.222215 6.316688 6.341561 6.2329025 6.1153455 6.2135005 6.248132
1367649_at 6.411545 6.4403286 6.263726 6.152312 6.1952834 6.1776586 5.992546 6.1566443 6.1364794 6.435383 6.2788363
1367650_at 6.4385633 6.575672 6.4029026 6.4873986 6.287267 6.3975267 6.5156994 6.627792 6.3933086 6.3874674 6.294845
1367651_at 10.067324 10.33344 10.037717 10.308013 10.171649 10.459971 10.286446 9.978624 10.212023 10.402125 10.453886
1367652_at 9.831082 9.827741 9.822524 9.80759 9.838468 9.989573 9.99163 10.216641 9.478822 9.544257 9.476624
1367653_a_at 12.303189 12.23159 12.373359 12.275268 12.335179 12.337081 12.1023445 12.180133 12.11688 12.217103 12.215715
1367654_at 8.772209 8.677093 8.480145 8.825264 8.805335 8.384293 8.964662 8.974684 8.467053 8.760236 8.430062
1367655_at 8.006043 7.9049253 8.142916 7.853543 8.009202 7.8683624 8.18961 8.026209 7.843428 8.193059 8.32197
1367656_at 10.858843 10.857031 10.787116 10.803621 10.782703 10.802259 10.710934 10.688825 10.837665 10.829129 10.791555
1367657_at 12.441438 12.660788 12.878118 12.501145 12.6954 12.672467 12.503036 12.821368 12.635737 12.70398 12.933495
1367658_at 6.6833787 6.447042 6.8657174 6.558633 6.090524 6.4679303 6.6120915 6.7566595 6.552626 6.425571 6.2264543
1367659_s_at 10.838225 10.980942 10.975731 10.609404 10.913198 11.013261 11.308978 11.211252 11.527035 11.473172 11.853306
1367660_at 6.442435 6.1510606 6.22302 5.7274275 6.159935 6.3119884 6.327796 6.154745 6.1536384 6.523539 6.45714
1367661_at 6.902845 7.088287 7.1529098 6.718789 6.7518444 6.8905234 7.3813977 6.9652143 6.698237 7.2121587 6.807999
1367662_at 12.41184 12.271019 12.384314 12.505486 12.390382 12.340817 12.521853 12.309052 12.344441 12.2809925 12.309102
1367663_at 11.608622 11.656328 11.561901 11.43521 11.581746 11.84754 11.683487 11.790878 11.656535 11.933786 11.774048
1367664_at 4.232753 4.2442117 4.2051277 4.114505 4.3790894 4.2319736 4.2081256 4.2894087 4.3691874 4.036798 3.9837935
1367665_at 4.3010263 4.1146617 4.115224 4.409172 4.4434853 4.351055 4.263503 4.0965486 4.0161 4.325451 4.464339
1367666_at 9.445825 9.614941 9.242641 9.469898 9.436367 9.235879 9.6357565 9.799993 9.614516 9.563715 9.64911
1367667_at 11.406885 11.92303 11.263458 12.073872 12.186325 12.437866 12.128537 11.965034 12.094443 12.017875 12.15567
1367668_a_at 6.694153 7.062569 6.6159554 6.9546194 6.4938893 6.501036 6.8382854 7.119391 7.0134506 7.1237926 6.9813495
1367669_a_at 10.042973 10.124278 10.295736 10.012473 10.131848 10.139293 10.075371 10.119776 10.226751 10.12278 10.187785
1367670_at 10.651057 10.607779 10.60681 10.873056 10.612669 10.651339 10.577606 10.595002 10.539171 10.629448 10.519643
